start,stage,mean_pi,bin,mean_H1,scaling
601,0.7N generations post-fixation,0.010015640345870044,7,0.00986566513036556,X = 25
601,0.8N generations post-fixation,0.010069908678595042,7,0.009969757870265826,X = 25
601,0.9N generations post-fixation,0.010167209951075565,7,0.010068773947335857,X = 25
601,1.0N generations post-fixation,0.010251282933811362,7,0.010162960953343502,X = 25
601,1.5N generations post-fixation,0.010674429542707182,7,0.010569312551931172,X = 25
601,2.0N generations post-fixation,0.011221256192674806,7,0.010885779495113568,X = 25
601,2.5N generations post-fixation,0.011394654684517204,7,0.01113224419828023,X = 25
601,3.0N generations post-fixation,0.011439063317964404,7,0.011324191102105889,X = 25
601,3.5N generations post-fixation,0.011602821044623955,7,0.011473679501113445,X = 25
601,4.0N generations post-fixation,0.011536803042689732,7,0.011590101183320618,X = 25
601,New beneficial allele introduced!,0.011669013431484503,NA,NA,X = 25
701,Pre-fixation: selected allele frequency at 0.05,0.01165216048194671,NA,NA,X = 25
701,Pre-fixation: selected allele frequency at 0.10,0.011668336001153213,NA,NA,X = 25
701,0.1N generations post-fixation,0.009566830657614073,8,0.009669174802229863,X = 25
701,Pre-fixation: selected allele frequency at 0.25,0.011515235601868132,NA,NA,X = 25
701,0.2N generations post-fixation,0.00967436828108851,8,0.009782850488513349,X = 25
701,0.3N generations post-fixation,0.009857194993335353,8,0.009890982146156514,X = 25
701,0.4.0N generations post-fixation,0.009942315024559471,8,0.009993840160626731,X = 25
701,Pre-fixation: selected allele frequency at 0.50,0.010875514055934066,NA,NA,X = 25
701,0.5N generations post-fixation,0.010059655963876651,8,0.01009168173053652,X = 25
701,0.6N generations post-fixation,0.010113150298953745,8,0.010184751510774056,X = 25
701,Pre-fixation: selected allele frequency at 0.75,0.01003944271412088,NA,NA,X = 25
701,0.7N generations post-fixation,0.010200994758920705,8,0.010273282224267814,X = 25
701,0.8N generations post-fixation,0.010280165578181817,8,0.01035749524391512,X = 25
701,0.9N generations post-fixation,0.010343919269663542,8,0.010437601146129695,X = 25
701,1.0N generations post-fixation,0.010416583973745173,8,0.010513800237392373,X = 25
701,1.5N generations post-fixation,0.010741283406574586,8,0.010842546461080646,X = 25
701,2.0N generations post-fixation,0.011208500307047725,8,0.011098574277520838,X = 25
701,2.5N generations post-fixation,0.011261539817480577,8,0.011297968941452522,X = 25
701,3.0N generations post-fixation,0.01158578026846496,8,0.011453257661862778,X = 25
701,3.5N generations post-fixation,0.01176230454885794,8,0.011574196638920441,X = 25
701,4.0N generations post-fixation,0.011577857443303571,8,0.011668384008956803,X = 25
701,New beneficial allele introduced!,0.011603854915715063,NA,NA,X = 25
801,Pre-fixation: selected allele frequency at 0.05,0.011819697245894508,NA,NA,X = 25
801,Pre-fixation: selected allele frequency at 0.10,0.011795034094508512,NA,NA,X = 25
801,0.1N generations post-fixation,0.009865476510225398,9,0.010114317786597604,X = 25
801,Pre-fixation: selected allele frequency at 0.25,0.011632838691703297,NA,NA,X = 25
801,0.2N generations post-fixation,0.010001641979109402,9,0.010206283593354007,X = 25
801,0.3N generations post-fixation,0.010183005852556166,9,0.010293764174788644,X = 25
801,0.4.0N generations post-fixation,0.010265670568997798,9,0.0103769782779217,X = 25
801,Pre-fixation: selected allele frequency at 0.50,0.010994015037362637,NA,NA,X = 25
801,0.5N generations post-fixation,0.01038091981335022,9,0.010456133981355302,X = 25
801,0.6N generations post-fixation,0.010501123772632159,9,0.010531429215578396,X = 25
801,Pre-fixation: selected allele frequency at 0.75,0.010342515014681319,NA,NA,X = 25
801,0.7N generations post-fixation,0.010568659916426212,9,0.010603052257896074,X = 25
801,0.8N generations post-fixation,0.010703644968732781,9,0.010671182203220912,X = 25
801,0.9N generations post-fixation,0.010811990167677882,9,0.010735989411903521,X = 25
801,1.0N generations post-fixation,0.010837026424931053,9,0.010797635935722177,X = 25
801,1.5N generations post-fixation,0.011135719622486188,9,0.011063597925203516,X = 25
801,2.0N generations post-fixation,0.011345335062597115,9,0.011270729330878809,X = 25
801,2.5N generations post-fixation,0.011494503585960044,9,0.01143204343181741,X = 25
801,3.0N generations post-fixation,0.011506702017185762,9,0.011557674979948852,X = 25
801,3.5N generations post-fixation,0.011662246345125348,9,0.01165551692801209,X = 25
801,4.0N generations post-fixation,0.011665519686495535,9,0.011731716313780973,X = 25
801,New beneficial allele introduced!,0.011839557521207177,NA,NA,X = 25
901,Pre-fixation: selected allele frequency at 0.05,0.011591792323110386,NA,NA,X = 25
901,Pre-fixation: selected allele frequency at 0.10,0.011576125899286107,NA,NA,X = 25
901,0.1N generations post-fixation,0.010092468320230896,10,0.01047444698412222,X = 25
901,Pre-fixation: selected allele frequency at 0.25,0.011420579366956044,NA,NA,X = 25
901,0.2N generations post-fixation,0.010162505600010995,10,0.01054884908266125,X = 25
901,0.3N generations post-fixation,0.010236301149063877,10,0.010619622548036178,X = 25
901,0.4.0N generations post-fixation,0.010263978038821587,10,0.010686944350774693,X = 25
901,Pre-fixation: selected allele frequency at 0.50,0.010963060211538462,NA,NA,X = 25
901,0.5N generations post-fixation,0.01033642277389868,10,0.01075098283045,X = 25
901,0.6N generations post-fixation,0.010412893160682819,10,0.010811898116617442,X = 25
901,Pre-fixation: selected allele frequency at 0.75,0.010424085052582417,NA,NA,X = 25
901,0.7N generations post-fixation,0.01045844969873348,10,0.010869842529221794,X = 25
901,0.8N generations post-fixation,0.010440632388705235,10,0.010924960959476466,X = 25
901,0.9N generations post-fixation,0.010474285715609486,10,0.010977391232166999,X = 25
901,1.0N generations post-fixation,0.010462385286938776,10,0.01102726445028483,X = 25
901,1.5N generations post-fixation,0.010616833004088397,10,0.011242432792160433,X = 25
901,2.0N generations post-fixation,0.010974975235699224,10,0.011410006065305327,X = 25
901,2.5N generations post-fixation,0.01107543029200888,10,0.01154051226165241,X = 25
901,3.0N generations post-fixation,0.011282882270634039,10,0.011642150589563189,X = 25
901,3.5N generations post-fixation,0.011652947440222841,10,0.011721306598930172,X = 25
901,4.0N generations post-fixation,0.011539877894268974,10,0.011782953361009985,X = 25
901,New beneficial allele introduced!,0.01159360814480696,NA,NA,X = 25
1001,Pre-fixation: selected allele frequency at 0.05,0.01170686084937466,NA,NA,X = 25
1001,Pre-fixation: selected allele frequency at 0.10,0.011715229103239978,NA,NA,X = 25
1001,0.1N generations post-fixation,0.010573955983837273,11,0.010765798400328257,X = 25
1001,Pre-fixation: selected allele frequency at 0.25,0.011655009012087911,NA,NA,X = 25
1001,0.2N generations post-fixation,0.010718098573721826,11,0.010825991122626387,X = 25
1001,0.3N generations post-fixation,0.010746002958697137,11,0.010883248211217169,X = 25
1001,0.4.0N generations post-fixation,0.010750742820209252,11,0.010937712838645964,X = 25
1001,Pre-fixation: selected allele frequency at 0.50,0.011262613158846154,NA,NA,X = 25
1001,0.5N generations post-fixation,0.010813015016470265,11,0.010989521194850704,X = 25
1001,0.6N generations post-fixation,0.010854798503138767,11,0.011038802827707667,X = 25
1001,Pre-fixation: selected allele frequency at 0.75,0.010824785836648351,NA,NA,X = 25
1001,0.7N generations post-fixation,0.010903109612389867,11,0.01108568096696865,X = 25
1001,0.8N generations post-fixation,0.010980323923713498,11,0.011130272832399538,X = 25
1001,0.9N generations post-fixation,0.011050366284169885,11,0.011172689926890777,X = 25
1001,1.0N generations post-fixation,0.011176425433204634,11,0.01121303831527267,X = 25
1001,1.5N generations post-fixation,0.01144321307480663,11,0.011387113623687165,X = 25
1001,2.0N generations post-fixation,0.011443729369533851,11,0.011522683610193768,X = 25
1001,2.5N generations post-fixation,0.011647456133407326,11,0.01162826562184609,X = 25
1001,3.0N generations post-fixation,0.01179355311006674,11,0.011710492975199174,X = 25
1001,3.5N generations post-fixation,0.011865104384401115,11,0.011774531702380445,X = 25
1001,4.0N generations post-fixation,0.0117740848796875,11,0.011824405113256114,X = 25
1001,New beneficial allele introduced!,0.011707836134529635,NA,NA,X = 25
1101,Pre-fixation: selected allele frequency at 0.05,0.011733840640402393,NA,NA,X = 25
1101,Pre-fixation: selected allele frequency at 0.10,0.011774783428006589,NA,NA,X = 25
1101,0.1N generations post-fixation,0.010851827676745465,12,0.011001507274556543,X = 25
1101,Pre-fixation: selected allele frequency at 0.25,0.011693723117472528,NA,NA,X = 25
1101,0.2N generations post-fixation,0.010832721112039582,12,0.011050204339408272,X = 25
1101,0.3N generations post-fixation,0.010835370201046255,12,0.011096526420382054,X = 25
1101,0.4.0N generations post-fixation,0.010918004943496696,12,0.011140589346808422,X = 25
1101,Pre-fixation: selected allele frequency at 0.50,0.011391269173021978,NA,NA,X = 25
1101,0.5N generations post-fixation,0.011077261405198238,12,0.011182503298954791,X = 25
1101,0.6N generations post-fixation,0.011158891873237885,12,0.011222373083533535,X = 25
1101,Pre-fixation: selected allele frequency at 0.75,0.011025170106538461,NA,NA,X = 25
1101,0.7N generations post-fixation,0.011252000320870044,12,0.01126029839577334,X = 25
1101,0.8N generations post-fixation,0.011248574897741047,12,0.011296374068709219,X = 25
1101,0.9N generations post-fixation,0.011278680334914507,12,0.011330690310314492,X = 25
1101,1.0N generations post-fixation,0.011321235217380033,12,0.011363332929067702,X = 25
1101,1.5N generations post-fixation,0.011417178361104972,12,0.01150416318660215,X = 25
1101,2.0N generations post-fixation,0.011587269684239733,12,0.011613841901450124,X = 25
1101,2.5N generations post-fixation,0.01157393258118202,12,0.011699259770459993,X = 25
1101,3.0N generations post-fixation,0.011498517143770856,12,0.011765783273733168,X = 25
1101,3.5N generations post-fixation,0.011610699645125348,12,0.011817591830174971,X = 25
1101,4.0N generations post-fixation,0.011619160960435268,12,0.011857940374501646,X = 25
1101,New beneficial allele introduced!,0.011699399779973899,NA,NA,X = 25
1201,Pre-fixation: selected allele frequency at 0.05,0.011937820345785752,NA,NA,X = 25
1201,Pre-fixation: selected allele frequency at 0.10,0.011967281398242723,NA,NA,X = 25
1201,0.1N generations post-fixation,0.011261455801149532,13,0.01119220026693478,X = 25
1201,Pre-fixation: selected allele frequency at 0.25,0.011951271648131869,NA,NA,X = 25
1201,0.2N generations post-fixation,0.011256632258713579,13,0.01123159712480454,X = 25
1201,0.3N generations post-fixation,0.011352436206123348,13,0.011269072575243127,X = 25
1201,0.4.0N generations post-fixation,0.011377017367180617,13,0.011304720326396732,X = 25
1201,Pre-fixation: selected allele frequency at 0.50,0.011628936787087912,NA,NA,X = 25
1201,0.5N generations post-fixation,0.011495004382764316,13,0.01133862951621132,X = 25
1201,0.6N generations post-fixation,0.011533145452918503,13,0.011370884935323934,X = 25
1201,Pre-fixation: selected allele frequency at 0.75,0.011243573216043957,NA,NA,X = 25
1201,0.7N generations post-fixation,0.011670815763931718,13,0.011401567239083457,X = 25
1201,0.8N generations post-fixation,0.011590701290853996,13,0.011430753149230984,X = 25
1201,0.9N generations post-fixation,0.011648498934307777,13,0.011458515645744145,X = 25
1201,1.0N generations post-fixation,0.011810612122779923,13,0.011484924149325062,X = 25
1201,1.5N generations post-fixation,0.011820318988287294,13,0.011598858524153188,X = 25
1201,2.0N generations post-fixation,0.01192834646681465,13,0.011687590704488085,X = 25
1201,2.5N generations post-fixation,0.01198037963573807,13,0.011756695396016535,X = 25
1201,3.0N generations post-fixation,0.011989686992992214,13,0.0118105141838928,X = 25
1201,3.5N generations post-fixation,0.011957064485626742,13,0.01185242829803479,X = 25
1201,4.0N generations post-fixation,0.011996569565401786,13,0.011885071042950314,X = 25
1201,New beneficial allele introduced!,0.011884142061734639,NA,NA,X = 25
1301,Pre-fixation: selected allele frequency at 0.05,0.012206568425285481,NA,NA,X = 25
1301,Pre-fixation: selected allele frequency at 0.10,0.012169910690829214,NA,NA,X = 25
1301,0.1N generations post-fixation,0.011393690557779,14,0.011346474548975374,X = 25
1301,Pre-fixation: selected allele frequency at 0.25,0.012101635525879121,NA,NA,X = 25
1301,0.2N generations post-fixation,0.011414471713194064,14,0.011378347361325276,X = 25
1301,0.3N generations post-fixation,0.011476180032488986,14,0.011408665718274093,X = 25
1301,0.4.0N generations post-fixation,0.011522441873898679,14,0.011437505431506323,X = 25
1301,Pre-fixation: selected allele frequency at 0.50,0.011796248726318681,NA,NA,X = 25
1301,0.5N generations post-fixation,0.01159240073496696,14,0.011464938615326981,X = 25
1301,0.6N generations post-fixation,0.011534297028634361,14,0.01149103386698493,X = 25
1301,Pre-fixation: selected allele frequency at 0.75,0.011457638351758241,NA,NA,X = 25
1301,0.7N generations post-fixation,0.011457757394878854,14,0.011515856438201721,X = 25
1301,0.8N generations post-fixation,0.011424411100147108,14,0.011539468398334897,X = 25
1301,0.9N generations post-fixation,0.011412896703916162,14,0.011561928789583712,X = 25
1301,1.0N generations post-fixation,0.011468219846111417,14,0.011583293774625383,X = 25
1301,1.5N generations post-fixation,0.011731692648453038,14,0.01167546886536752,X = 25
1301,2.0N generations post-fixation,0.011802084369256382,14,0.011747254898217173,X = 25
1301,2.5N generations post-fixation,0.011974356556215317,14,0.011803161916814074,X = 25
1301,3.0N generations post-fixation,0.01206627399916574,14,0.011846702346676527,X = 25
1301,3.5N generations post-fixation,0.012046463821593315,14,0.01188061166754867,X = 25
1301,4.0N generations post-fixation,0.01210039564280134,14,0.011907020273197316,X = 25
1301,New beneficial allele introduced!,0.012124628558238173,NA,NA,X = 25
1401,Pre-fixation: selected allele frequency at 0.05,0.011952847309983687,NA,NA,X = 25
1401,Pre-fixation: selected allele frequency at 0.10,0.011959963736463481,NA,NA,X = 25
1401,0.1N generations post-fixation,0.011378633995217153,15,0.011471285397042268,X = 25
1401,Pre-fixation: selected allele frequency at 0.25,0.011880318938901098,NA,NA,X = 25
1401,0.2N generations post-fixation,0.011409826130703684,15,0.011497071112503395,X = 25
1401,0.3N generations post-fixation,0.011426424040803964,15,0.01152159924378182,X = 25
1401,0.4.0N generations post-fixation,0.011579583664427313,15,0.011544931123981873,X = 25
1401,Pre-fixation: selected allele frequency at 0.50,0.011688750170604395,NA,NA,X = 25
1401,0.5N generations post-fixation,0.011589925000605726,15,0.011567125094957092,X = 25
1401,0.6N generations post-fixation,0.011661016522577092,15,0.011588236653195232,X = 25
1401,Pre-fixation: selected allele frequency at 0.75,0.011447761242252748,NA,NA,X = 25
1401,0.7N generations post-fixation,0.0116904986625,15,0.011608318588588414,X = 25
1401,0.8N generations post-fixation,0.01169724774584022,15,0.011627421116435329,X = 25
1401,0.9N generations post-fixation,0.011586635604688362,15,0.01164559200300566,X = 25
1401,1.0N generations post-fixation,0.011549200082790954,15,0.011662876684980623,X = 25
1401,1.5N generations post-fixation,0.011620313906629834,15,0.011737448098271281,X = 25
1401,2.0N generations post-fixation,0.011769274834406216,15,0.011795524373336789,X = 25
1401,2.5N generations post-fixation,0.011927176705049945,15,0.011840754221835675,X = 25
1401,3.0N generations post-fixation,0.011868167030422691,15,0.01187597926326481,X = 25
1401,3.5N generations post-fixation,0.011749016445337048,15,0.011903412553113541,X = 25
1401,4.0N generations post-fixation,0.011883278331305805,15,0.011924777620729958,X = 25
1401,New beneficial allele introduced!,0.01192934513300707,NA,NA,X = 25
1501,Pre-fixation: selected allele frequency at 0.05,0.011889369152909189,NA,NA,X = 25
1501,Pre-fixation: selected allele frequency at 0.10,0.011770003641570565,NA,NA,X = 25
1501,0.1N generations post-fixation,0.011253626016657504,16,0.01157225976288685,X = 25
1501,Pre-fixation: selected allele frequency at 0.25,0.011730637257417582,NA,NA,X = 25
1501,0.2N generations post-fixation,0.011186685821275426,16,0.01159312090041506,X = 25
1501,0.3N generations post-fixation,0.011096683389262115,16,0.011612964628260449,X = 25
1501,0.4.0N generations post-fixation,0.011164468530506608,16,0.011631840566078766,X = 25
1501,Pre-fixation: selected allele frequency at 0.50,0.011588593898296704,NA,NA,X = 25
1501,0.5N generations post-fixation,0.01117963021475771,16,0.011649795913546597,X = 25
1501,0.6N generations post-fixation,0.011204754542235682,16,0.01166687556838513,X = 25
1501,Pre-fixation: selected allele frequency at 0.75,0.011371057984505495,NA,NA,X = 25
1501,0.7N generations post-fixation,0.011196790466960352,16,0.011683122238627861,X = 25
1501,0.8N generations post-fixation,0.01132628308600551,16,0.011698576549412906,X = 25
1501,0.9N generations post-fixation,0.011363974350634307,16,0.01171327714456702,X = 25
1501,1.0N generations post-fixation,0.011297959005736349,16,0.011727260783235284,X = 25
1501,1.5N generations post-fixation,0.011484619744198895,16,0.011787590484409359,X = 25
1501,2.0N generations post-fixation,0.011617137619689234,16,0.011834575302926191,X = 25
